,Code,Product label,,,,,,,,,,,,HS6Desc,BEC5Code1
2509,410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",,,,,,,,,,,,"Tanned or crust hides and skins; bovine or equine, without hair on, in the wet state (including wet blue), excluding full grains, unsplit; grain splits",111210
2510,847010,"Electronic calculators capable of operation without an external source of electric power and ...""",,,,,,,,,,,,"Calculating machines; electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions",613202
2511,740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",,,,,,,,,,,,"Copper; plates, sheets and strip, of a thickness exceeding 0.15mm, of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",311210
2512,540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed",411220
2513,920930,Musical instrument strings,,,,,,,,,,,,Musical instrument strings,711220
2514,30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",,,,,,,,,,,,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",113101
2515,780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",,,,,,,,,,,,Lead; powders and flakes,311210
2516,853510,Fuses for a voltage > 1.000 V,,,,,,,,,,,,"Electrical apparatus; fuses, for a voltage exceeding 1000 volts",3112
2517,551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",,,,,,,,,,,,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",411220
2518,843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",,,,,,,,,,,,"Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane",112010
2519,844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",,,,,,,,,,,,Book-binding machinery; including book-sewing machines,612010
2520,280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",,,,,,,,,,,,"Earth-metals, rare; scandium and yttrium, whether or not intermixed or interalloyed",211220
2521,281640,"Oxides, hydroxides and peroxides, of strontium or barium",,,,,,,,,,,,"Oxides, hydroxides and peroxides, of strontium or barium",211220
2522,300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",,,,,,,,,,,,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale",711220
2523,853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",,,,,,,,,,,,"Electrical apparatus; isolating and make-and-break switches, for a voltage exceeding 1000 volts",3112
2524,680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",,,,,,,,,,,,"Stone; natural (excluding marble, travertine, alabaster, other calcareous stone or granite), monumental or building stone, (other than simply cut or sawn, with a flat or even surface)",311220
2525,540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",,,,,,,,,,,,"Fabrics, woven; from strip or the like, of synthetic textile materials",411220
2526,291469,Quinones (excluding anthraquinone),,,,,,,,,,,,Quinones; other than anthraquinone and coenzyme Q10 (ubidecarenone (INN)),211220
2527,401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",,,,,,,,,,,,"Rubber; vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180cm but not exceeding 240 cm",811210
2528,551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",,,,,,,,,,,,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair",411220
2529,320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",,,,,,,,,,,,"Enamels and glazes; vitrifiable enamels and glazes, engobes (slips) and similar preparations",311210
2530,320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,,,,,,,,,,,,Dyes; basic dyes and preparations based thereon,311210
2531,283650,Calcium carbonate,,,,,,,,,,,,Carbonates; calcium carbonate,211220
2532,701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",,,,,,,,,,,,"Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibrated, having a linear co-efficient of expansion not over 5 x 10 (to the minus 6), (or 0.000005)) per Kelvin with a temperature of 0-300 degrees C",711220
2533,740710,"Bars, rods and profiles, of refined copper, n.e.s.",,,,,,,,,,,,"Copper; bars, rods and profiles, of refined copper",311210
2534,610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",,,,,,,,,,,,"Skirts and divided skirts; women's or girls', of synthetic fibres, knitted or crocheted",413202
2535,300691,Appliances identifiable for ostomy use,,,,,,,,,,,,Pharmaceutical goods; appliances identifiable for ostomy use,711220
2536,842519,"Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles), ...",,,,,,,,,,,,Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles),312010
2537,842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,,,,,,,,,,,,Weighing machines; having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better),112010
2538,411310,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",,,,,,,,,,,,"Leather; further prepared after tanning or crusting, including parchment-dressed leather, without hair on, whether or not split, other than leather of heading 41.14, of goats and kids",111210
2539,902810,"Gas meters, incl. calibrating meters therefor",,,,,,,,,,,,"Meters; gas, supply or production meters, including calibrating meters thereof",712020
2540,51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...",,,,,,,,,,,,"Animal products; of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of chapter 03, unfit for human consumption",1111
2541,851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",,,,,,,,,,,,Shavers and hair clippers; parts of those with self-contained electric motor,711220
2542,283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",,,,,,,,,,,,"Silicates; commercial alkali metal silicates, other than of sodium",211220
2543,621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",,,,,,,,,,,,"Garments; overcoats, raincoats, car-coats, capes, cloaks and similar articles, men's or boys', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",413202
2544,721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",,,,,,,,,,,,"Iron or non-alloy steel; bars and rods, forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",511210
2545,845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",,,,,,,,,,,,Machine tools; for working any material by removal of material; operated by other processes n.e.c. in heading 8456,212020
2546,700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",,,,,,,,,,,,"Glass; float glass and surface ground or polished glass, in sheets, wired glass, whether or not having an absorbent or reflecting layer",311210
2547,283010,Sodium sulphides,,,,,,,,,,,,"Sulphides; of sodium, whether or not chemically defined",211220
2548,71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",,,,,,,,,,,,"Vegetable mixtures; uncooked or cooked by steaming or boiling in water, frozen",113101
2549,292215,Triethanolamine,,,,,,,,,,,,"Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, triethanolamine",211220
2550,721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",,,,,,,,,,,,"Iron or non-alloy steel; flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys",511210
2551,170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",,,,,,,,,,,,"Sugars; maple sugar, chemically pure, in solid form; maple syrup, not containing added flavouring or colouring matter",113201
2552,284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",,,,,,,,,,,,"Salts; of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",211220
2553,370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",,,,,,,,,,,,"Photographic plates and film; instant print film, in the flat, sensitised, unexposed, whether or not in packs",611220
2554,291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",,,,,,,,,,,,"Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1",211220
2555,845210,Sewing machines of the household type,,,,,,,,,,,,Sewing machines; of the household type,313202
2556,283410,Nitrites,,,,,,,,,,,,Nitrites,211220
2557,291511,Formic acid,,,,,,,,,,,,Acids; saturated acyclic monocarboxylic acids; formic acid,211220
2558,690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",,,,,,,,,,,,Ceramic building bricks,311220
2559,720250,Ferro-silico-chromium,,,,,,,,,,,,Ferro-alloys; ferro-silico-chromium,511210
2560,843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",,,,,,,,,,,,Machinery; parts of poultry-keeping machinery or poultry incubators and brooders,111210
2561,720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",,,,,,,,,,,,"Iron or non-alloy steel; flat-rolled, hot-rolled, of a width 600mm or more, n.e.c. in heading no. 7208",511210
2562,540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, unbleached or bleached",411220
2563,290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",,,,,,,,,,,,"Alcohols; aromatic and derivatives, other than benzyl alcohol",211220
2564,70511,Fresh or chilled cabbage lettuce,,,,,,,,,,,,"Vegetables; cabbage (head) lettuce (lactuca sativa), fresh or chilled",113101
2565,300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",,,,,,,,,,,,"Glands and other organs; extracts of glands or other organs or of their secretions, for organo-therapeutic uses",711220
2566,850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,,,,,,,,,,,,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA",312
2567,711041,"Iridium, osmium and ruthenium, unwrought or in powder form",,,,,,,,,,,,"Metals; iridium, osmium, ruthenium, unwrought or in powder form",411210
2568,90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",,,,,,,,,,,,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg",113101
2569,760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",,,,,,,,,,,,Aluminium; powders of non-lamellar structure,311210
2570,846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",,,,,,,,,,,,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; drilling or morticing machines",312010
2571,540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",,,,,,,,,,,,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn more than 50 decitex, not for retail sale, not sewing thread",411220
2572,262040,"Slag, as and residues containing mainly aluminium",,,,,,,,,,,,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly aluminium",2111
2573,441820,"Doors and their frames and thresholds, of wood",,,,,,,,,,,,Wood; doors and their frames and thresholds,311210
2574,841891,Furniture designed to receive refrigerating or freezing equipment,,,,,,,,,,,,"Refrigerating or freezing equipment; parts, furniture designed to receive refrigerating or freezing equipment",311210
2575,890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,,,,,,,,,,,,"Fishing vessels, factory ships and other vessels; for processing or preserving fishery products",512020
2576,261510,Zirconium ores and concentrates,,,,,,,,,,,,Zirconium ores and concentrates,2111
2577,283110,Dithionite and sulfoxylate of sodium,,,,,,,,,,,,Dithionites and sulphoxylates; of sodium,211220
2578,291413,"4-Methylpentan-2-one """"methyl isobutyl ketone""""""""",,,,,,,,,,,,"Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)",211220
2579,630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",,,,,,,,,,,,"Furnishing articles; of cotton, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)",413202
2580,510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),,,,,,,,,,,,"Yarn; of combed wool, containing 85% or more by weight of wool, not put up for retail sale",411220
2581,600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",,,,,,,,,,,,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed",411220
2582,310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",,,,,,,,,,,,"Fertilizers, mineral or chemical; potassic, potassium sulphate",111210
2583,920120,Grand pianos,,,,,,,,,,,,"Musical instruments; pianos, grand",713202
2584,284170,Molybdates,,,,,,,,,,,,Salts; molybdates,211220
2585,842911,"Self-propelled bulldozers and angledozers, track laying",,,,,,,,,,,,"Bulldozers and angledozers; self-propelled, track laying",312010
2586,853932,Mercury or sodium vapour lamps; metal halide lamps,,,,,,,,,,,,"Lamps; discharge, (excluding ultra-violet), mercury or sodium vapour lamps, metal halide lamps",311220
2587,200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",,,,,,,,,,,,"Vegetable preparations; cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",113201
2588,520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",411220
2589,392520,"Doors, windows and their frames and thresholds for doors, of plastics",,,,,,,,,,,,"Plastics; builders' ware, doors, windows and their frames and thresholds for doors",311210
2590,880521,Air combat simulators and parts thereof,,,,,,,,,,,,Ground flying trainers and parts thereof; air combat simulators and parts thereof,812020
2591,560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",,,,,,,,,,,,"Felt; needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered or laminated",411210
2592,390319,"Polystyrene, in primary forms (excluding expansible)",,,,,,,,,,,,"Styrene polymers; (other than expansible polystyrene), in primary forms",211210
2593,870410,Dumpers for off-highway use,,,,,,,,,,,,"Vehicles; dumpers, designed for off-highway use, for transport of goods",512020
2594,731940,"Safety pins and other pins of iron or steel, n.e.s.",,,,,,,,,,,,Safety pins and other pins; of iron or steel,313202
2595,382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,,,,,,,,,,,,Anti-freezing preparations and prepared de-icing fluids,511220
2596,841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",,,,,,,,,,,,"Air conditioning machines; containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit",312010
2597,530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",,,,,,,,,,,,"Fabrics, woven; of flax, containing 85% or more flax, other than bleached or unbleached",411210
2598,30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",,,,,,,,,,,,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen",113101
2599,441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",,,,,,,,,,,,"Fibreboard (other than MDF) of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",311210
2600,621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",,,,,,,,,,,,"Garments; overcoats, raincoats, car-coats, capes, cloaks and similar articles, women's or girls', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",413202
2601,650699,"Headgear, whether or not lined or trimmed, n.e.s.",,,,,,,,,,,,"Headgear; (other than safety headgear), (of materials other than rubber or plastic), whether or not lined or trimmed",413202
2602,70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",,,,,,,,,,,,"Vegetables, alliaceous; leeks and other kinds n.e.c. in heading no. 0703, fresh or chilled",113101
2603,850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",,,,,,,,,,,,"Electrical transformers; liquid dielectric, having a power handling capacity not exceeding 650kVA",312
2604,281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",,,,,,,,,,,,Sodium hydroxide (caustic soda); in aqueous solution (soda lye or liquid soda),211220
2605,401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",,,,,,,,,,,,"Rubber; new pneumatic tyres, of a kind used on agricultural or forestry vehicles and machines",511210
2606,401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",,,,,,,,,,,,"Rubber; vulcanised, conveyor belts or belting, reinforced only with metal",811210
2607,910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",,,,,,,,,,,,"Time recording apparatus; with clock or watch movement or with synchronous motor, n.e.c. in heading no. 9106",712
2608,330720,Personal deodorants and antiperspirants,,,,,,,,,,,,"Perfumery, cosmetic or toilet preparations; personal deodorants and antiperspirants",713101
2609,401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",,,,,,,,,,,,"Rubber; new pneumatic tyres, of a kind used on bicycles",511210
2610,340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",,,,,,,,,,,,"Organic surface-active agents; cationic (other than soap), whether or not put up for retail sale",711220
2611,121410,Alfalfa meal and pellets,,,,,,,,,,,,Lucerne (alfalfa) meal and pellets,1111
2612,293626,"Vitamin B12 and its derivatives, used primarily as vitamins",,,,,,,,,,,,"Vitamins; vitamin B12 and its derivatives, unmixed",711210
2613,760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",,,,,,,,,,,,"Aluminium; (not alloyed), bars, rods and profiles",311210
2614,220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",,,,,,,,,,,,"Wine; still, in containers holding more than 10 litres",113101
2615,950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",,,,,,,,,,,,"Tennis, badminton and similar racquets; whether or not strung",713202
2616,392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of cellulose derivatives n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",311220
2617,291540,"Mono- di- or trichloroacetic acids, their salts and esters",,,,,,,,,,,,"Acids; saturated acyclic monocarboxylic acids; mono-, di- or trichloroacetic acids, their salts and esters",211220
2618,540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,,,,,,,,,,,,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity yarn of nylon or other polyamides, textured or not; of aramids, not for retail sale, not sewing thread",411220
2619,760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",,,,,,,,,,,,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, not alloyed, (not rectangular or square)",311210
2620,380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",,,,,,,,,,,,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the paper industry (excluding those with a basis of amylaceous substances)",411210
2621,321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",,,,,,,,,,,,"Paints and varnishes; (including enamels, lacquers and distempers), prepared water pigments of a kind used for finishing leather",311210
2622,91011,"Ginger, neither crushed nor ground",,,,,,,,,,,,"Spices; ginger, neither crushed nor ground",113101
2623,100490,Oats (excluding seed for sowing),,,,,,,,,,,,"Cereals; oats, other than seed",1111
2624,690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",,,,,,,,,,,,"Mosaic cubes and the like, other than those of subheading 6907.40",311220
2625,600536,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",,,,,,,,,,,,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, bleached or unbleached",411220
2626,220820,Spirits obtained by distilling grape wine or grape marc,,,,,,,,,,,,Spirits obtained by distilling grape wine or grape marc,113101
2627,680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",,,,,,,,,,,,"Tiles, cubes and similar articles; whether or not rectangular (including square), largest surface area of which is capable of being enclosed in square, side less than 7cm, coloured granules, chippings, powder",311220
2628,630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),,,,,,,,,,,,"Bed linen; of man-made fibres, printed, not knitted or crocheted",413202
2629,460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",,,,,,,,,,,,"Basketwork, wickerwork and other articles; of vegetable materials (not bamboo or rattan), made directly to shape from plaiting materials or made up from goods of heading no. 4601; articles of loofah",313202
2630,950670,"Ice skates and roller skates, incl. skating boots with skates or rollers attached",,,,,,,,,,,,"Skates; ice and roller, including skating boots with skates attached",713202
2631,850120,"Universal AC-DC motors of an output > 37,5 W",,,,,,,,,,,,Electric motors; universal AC/DC of an output exceeding 37.5W,312
2632,960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",,,,,,,,,,,,"Brooms and brushes; consisting of twigs or other vegetable materials bound together, with or without handles",313202
2633,960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",,,,,,,,,,,,"Press-fasteners, snap-fasteners, press-studs and parts therefor",411220
2634,851930,"Turntables """"record-decks""""""""",,,,,,,,,,,,Sound recording or reproducing apparatus; turntables (record-decks),613202
2635,291736,Terephthalic acid and its salts,,,,,,,,,,,,Acids; aromatic polycarboxylic acids; terephthalic acid and its salts,211220
2636,847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,,,,,,,,,,,,"Machines; for manufacturing or hot working glass or glassware, not for making optical fibres and preforms thereof",312010
2637,293623,"Vitamin B2 and its derivatives, used primarily as vitamins",,,,,,,,,,,,"Vitamins; vitamin B2 and its derivatives, unmixed",711210
2638,900791,"Parts and accessories for cinematographic cameras, n.e.s.",,,,,,,,,,,,"Cameras, cinematographic; parts and accessories, whether or not incorporating sound recording apparatus",611220
2639,591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",,,,,,,,,,,,"Textiles; fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines, weighing less than 650g/m2",412010
2640,840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,,,,,,,,,,,,"Boilers; parts of auxiliary plant, for use with boilers of heading no. 8402 and 8403 and parts of condensers for steam or other vapour power units",211210
2641,620891,"Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing ...",,,,,,,,,,,,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton (not knitted or crocheted)",413202
2642,282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),,,,,,,,,,,,Chloride oxides and chloride hydroxides; other than of copper,211220
2643,551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",,,,,,,,,,,,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",411220
2644,841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",,,,,,,,,,,,"Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages",212010
2645,110220,"Maize """"corn"""" flour""""",,,,,,,,,,,,Cereal flour; of maize (corn),111210
2646,851440,Equipment for the heat treatment of materials by induction or dielectric loss (excluding ovens ...,,,,,,,,,,,,"Heating equipment; for the heat treatment of materials by induction or dielectric loss, industrial or laboratory, other than furnaces and ovens",212
2647,320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,,,,,,,,,,,,Colouring matter; pigments and preparations based on chromium compounds,311210
2648,731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),,,,,,,,,,,,Iron or steel; non-threaded rivets,311210
2649,840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",,,,,,,,,,,,Boilers; central heating boilers (excluding those of heading no. 8402),212010
2650,520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 106.38 but not less than 83.33 decitex (over 94 but not over 120 metric number), not for retail sale",411220
2651,70920,Fresh or chilled asparagus,,,,,,,,,,,,"Vegetables; asparagus, fresh or chilled",113101
2652,843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",,,,,,,,,,,,Rollers; for lawns or sports-grounds,112010
2653,845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",,,,,,,,,,,,"Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines",412010
2654,850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",,,,,,,,,,,,"Cells and batteries; primary, (other than manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)",313202
2655,871310,"Carriages for disabled persons, not mechanically propelled",,,,,,,,,,,,Carriages for disabled persons; not mechanically propelled,513202
2656,250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",,,,,,,,,,,,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",3111
2657,550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,,,,,,,,,,,,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",411220
2658,841830,"Freezers of the chest type, of a capacity <= 800 l",,,,,,,,,,,,"Freezers; of the chest type, not exceeding 800l capacity",313202
2659,340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",,,,,,,,,,,,"Organic surface-active agents; whether or not put up for retail sale, n.e.c. in heading no. 3402",711220
2660,200971,"Apple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or ...",,,,,,,,,,,,"Juice; apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter",113101
2661,840140,"Parts of nuclear reactors, n.e.s. [Euratom]",,,,,,,,,,,,Nuclear reactors; parts thereof,211210
2662,843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",,,,,,,,,,,,"Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate",112010
2663,441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",,,,,,,,,,,,"Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, other than of bamboo",311210
2664,845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",,,,,,,,,,,,"Machine-tools; for drilling by removing metal, numerically controlled",212010
