,Code,Product label,,,,,,,,,,,,HS6Desc,BEC5Code1
1170,480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",,,,,,,,,,,,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing 40g/m2 to 150g/m2, in rolls",711220
1171,350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",,,,,,,,,,,,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading no. 3501",111210
1172,284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",,,,,,,,,,,,"Radioactive elements, isotopes, compounds, n.e.c. in heading no. 2844 alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues",211220
1173,851610,Electric instantaneous or storage water heaters and immersion heaters,,,,,,,,,,,,"Heaters; electric, instantaneous or storage water and immersion heaters",313202
1174,281290,Halides and halide oxides of non-metals (excluding chlorides and chloride oxides),,,,,,,,,,,,Halides and halide oxides of non-metals; excluding chloride,211220
1175,392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",,,,,,,,,,,,"Plastics; sacks and bags (including cones), for the conveyance or packing of goods, of plastics other than ethylene polymers",511220
1176,846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",,,,,,,,,,,,"Machine-tools; parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466",311220
1177,741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",,,,,,,,,,,,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves) of copper alloys",311210
1178,282550,Copper oxides and hydroxides,,,,,,,,,,,,Copper oxides and hydroxides,211220
1179,711029,Palladium in semi-manufactured forms,,,,,,,,,,,,"Metals; palladium, semi-manufactured",411210
1180,480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",,,,,,,,,,,,"Paper and paperboard; uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805",611210
1181,852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",,,,,,,,,,,,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; combined with sound recording or reproducing apparatus",511220
1182,80440,Fresh or dried avocados,,,,,,,,,,,,"Fruit, edible; avocados, fresh or dried",113101
1183,610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",,,,,,,,,,,,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of man-made fibres, knitted or crocheted, (excluding those of heading no. 6103)",413202
1184,902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",,,,,,,,,,,,"Instruments, apparatus and models; designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses",712
1185,901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",,,,,,,,,,,,"Photographic laboratory apparatus and equipment; n.e.c. in item no. 9010.10, for photographic (including cinematographic) laboratories; negatoscopes",612
1186,293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",,,,,,,,,,,,"Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, other than henazone (antipyrin) and its derivatives",211220
1187,841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",,,,,,,,,,,,"Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes",712010
1188,400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",,,,,,,,,,,,"Rubber; synthetic, butadiene rubber (BR), in primary forms or in plates, sheets or strip",211210
1189,841239,Pneumatic power engines and motors (excluding linear acting),,,,,,,,,,,,"Engines; pneumatic power engines and motors, other than linear acting (cylinders)",212010
1190,321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",,,,,,,,,,,,"Pigments; of a kind used in the manufacture of paints, other than stamping foils",311210
1191,940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",,,,,,,,,,,,"Seats; swivel with variable height adjustment, excluding medical, surgical, dental, veterinary or barber furniture",313202
1192,420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",,,,,,,,,,,,"Cases and containers; of a kind normally carried in the pocket or in the handbag, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",513202
1193,292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",,,,,,,,,,,,"Amine-function compounds; aromatic polyamines and their derivatives, other than item no. 2921.51",211220
1194,910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",,,,,,,,,,,,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) without mechanical or opto-electronic display",713202
1195,851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",,,,,,,,,,,,"Furnaces, ovens and heating equipment; parts of the industrial or laboratory equipment of heading no. 8514",213202
1196,200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",,,,,,,,,,,,"Vegetable preparations; sweetcorn (zea mays var. saccharata), prepared or preserved otherwise than by vinegar or acetic acid, not frozen",113201
1197,292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",,,,,,,,,,,,"Amine-function compounds; acyclic polyamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.2",211220
1198,230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",,,,,,,,,,,,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra seed oils",111210
1199,630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",,,,,,,,,,,,"Kitchen and toilet linen; of terry towelling or similar terry fabrics, of cotton",413202
1200,510130,"Carbonised wool, neither carded nor combed",,,,,,,,,,,,"Wool; (not carded or combed), carbonised",4111
1201,220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",,,,,,,,,,,,"Beverages, fermented; (e.g. cider, perry, mead, sake)",113101
1202,847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",,,,,,,,,,,,"Machinery; parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)",611220
1203,40620,"Grated or powdered cheese, of all kinds",,,,,,,,,,,,"Dairy produce; cheese of all kinds, grated or powdered",113101
1204,841840,"Freezers of the upright type, of a capacity <= 900 l",,,,,,,,,,,,"Freezers; of the upright type, not exceeding 900l capacity",313202
1205,400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",,,,,,,,,,,,"Rubber; synthetic, ethylene-propylene-non-conjugated diene rubber (EPDM), in primary forms or in plates, sheets or strip",211210
1206,291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",,,,,,,,,,,,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in item no. 2916.1",211220
1207,381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",,,,,,,,,,,,"Oxidation and gum inhibitors, viscosity improvers, anti-corrosive preparations, other prepared additives for mineral oils or liquids used as mineral oils (including gasoline), n.e.c. in heading no. 3811",211210
1208,901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",,,,,,,,,,,,"Medical, surgical instruments and appliances; tubular metal needles and needles for sutures",711220
1209,290711,"Phenol """"hydroxybenzene"""" and its salts""""",,,,,,,,,,,,Monophenols; phenol (hydroxybenzene) and its salts,211220
1210,392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of polycarbonates, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",311220
1211,292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),,,,,,,,,,,,Imines and their derivatives; salts thereof; other than chlordimeform (ISO),211220
1212,960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,,,,,,,,,,,,"Brooms, brushes, mops, feather dusters, squeegees, hand operated mechanical floor sweepers; (not motorised), prepared knots and tufts for brooms or brush making n.e.c.",311220
1213,903010,Instruments and apparatus for measuring or detecting ionising radiations,,,,,,,,,,,,Instruments and apparatus; for measuring or detecting ionising radiations,712020
1214,180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",,,,,,,,,,,,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",113201
1215,903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,,,,,,,,,,,,"Regulating or controlling instruments and apparatus; automatic, hydraulic or pneumatic",212020
1216,900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",,,,,,,,,,,,"Optical fibres, optical fibre bundles and cables; excluding those of heading no. 8544",711220
1217,820730,"Interchangeable tools for pressing, stamping or punching",,,,,,,,,,,,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for pressing, stamping or punching",312010
1218,470610,Pulp of cotton linters,,,,,,,,,,,,Pulp; cotton linters pulp,211210
1219,340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",,,,,,,,,,,,"Lubricating preparations; (other than for the treatment of textile and similar materials), containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals",211220
1220,480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",,,,,,,,,,,,"Kraft paper and paperboard; sack kraft paper, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803",611210
1221,854320,"Signal generators, electrical",,,,,,,,,,,,Electrical machines and apparatus; signal generators,312
1222,440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",,,,,,,,,,,,"Wood; coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",311210
1223,230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",,,,,,,,,,,,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306",111210
1224,270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",,,,,,,,,,,,Oils and products of the distillation of high temperature coal tar; toluol (toluene),211220
1225,291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",,,,,,,,,,,,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), lactic acid, its salts and esters",211220
1226,842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",,,,,,,,,,,,"Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)",412010
1227,70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",,,,,,,,,,,,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",113101
1228,250700,"Kaolin and other kaolinic clays, whether or not calcined",,,,,,,,,,,,Kaolin and other kaolinic clays; whether or not calcined,3111
1229,848610,Machines and apparatus for the manufacture of boules or wafers,,,,,,,,,,,,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers,612020
1230,903120,"Test benches for motors, generators, pumps, etc.",,,,,,,,,,,,Test benches,212
1231,381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",,,,,,,,,,,,"Refractory cements, mortars, concretes and similar compositions; other than products of heading no. 3801",311210
1232,401180,"New pneumatic tyres, of rubber, of a kind used on construction, mining or industrial handling ...",,,,,,,,,,,,"Rubber; new pneumatic tyres, of a kind used on construction, mining or industrial handling vehicles and machines",511210
1233,271311,"Petroleum coke, non-calcined",,,,,,,,,,,,"Petroleum coke; (not calcined), obtained from bituminous minerals",211220
1234,621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",,,,,,,,,,,,"Track suits and other garments n.e.c.; men's or boys', of textile materials n.e.c. in item no. 6211.3 (not knitted or crocheted)",413202
1235,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",,,,,,,,,,,,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",113101
1236,230320,"Beet-pulp, bagasse and other waste of sugar manufacture",,,,,,,,,,,,"Beet-pulp, bagasse and other waste of sugar manufacture; whether or not in the form of pellets",111210
1237,350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,,,,,,,,,,,,Caseinates and other casein derivatives; casein glues,311210
1238,851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",,,,,,,,,,,,"Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50",613202
1239,630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",,,,,,,,,,,,"Curtains (including drapes) and interior blinds, curtain or bed valances; of synthetic fibres, not knitted or crocheted",413202
1240,481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",,,,,,,,,,,,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets",611220
1241,392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",,,,,,,,,,,,"Plastics; of acrylic polymers (excluding polymethyl methacrylate), plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",311220
1242,293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",,,,,,,,,,,,"Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives",711220
1243,610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",,,,,,,,,,,,"Blouses, shirts and shirt-blouses; women's or girls', of man-made fibres, knitted or crocheted",413202
1244,732620,"Articles of iron or steel wire, n.e.s.",,,,,,,,,,,,Iron or steel; wire articles,311220
1245,250510,"Silica sands and quartz sands, whether or not coloured",,,,,,,,,,,,"Sands; natural, silica and quartz sands, whether or not coloured",3111
1246,750890,"Articles of nickel, n.e.s.",,,,,,,,,,,,Nickel; articles thereof n.e.c. in item no. 7508.1,311220
1247,830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",,,,,,,,,,,,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",311220
1248,870821,Safety seat belts for motor vehicles,,,,,,,,,,,,"Vehicles; parts of bodies, safety seat belts",511220
1249,722240,"Angles, shapes and sections of stainless steel, n.e.s.",,,,,,,,,,,,"Steel, stainless; angles, shapes and sections",511210
1250,150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",,,,,,,,,,,,"Vegetable oils; soya-bean oil and its fractions, other than crude, whether or not refined, but not chemically modified",113201
1251,721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",,,,,,,,,,,,"Iron or non-alloy steel; U sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",511210
1252,411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",,,,,,,,,,,,"Leather; further prepared after tanning or crusting, including parchment dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14",111210
1253,620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",,,,,,,,,,,,"Nightdresses and pyjamas; women's or girls', of man-made fibres (not knitted or crocheted)",413202
1254,761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",,,,,,,,,,,,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",311220
1255,510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",,,,,,,,,,,,"Wool; wool tops and other combed wool, other than in fragments",411210
1256,30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",,,,,,,,,,,,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101
1257,841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",,,,,,,,,,,,"Furniture incorporating refrigerating or freezing equipment; for storage and display, n.e.c. in item no. 8418.1, 8418.2, 8418.3 or 8418.4 (chests, cabinets, display counters, show-cases and the like)",312010
1258,722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",,,,,,,,,,,,"Steel, alloy; flat-rolled, width 600mm or more, of silicon-electrical steel, grain-oriented",511210
1259,121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",,,,,,,,,,,,"Vegetable products; fit for human consumption, n.e.c. in heading no. 1212, fresh, chilled, frozen or dried, whether or not ground",1111
1260,262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",,,,,,,,,,,,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, other than hard zinc spelter",2111
1261,853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",,,,,,,,,,,,"Electrical capacitors; fixed, dielectric of paper or plastics",312
1262,540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of non-textured polyester filaments",411220
1263,292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",,,,,,,,,,,,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function",211220
1264,391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",,,,,,,,,,,,"Floor, wall or ceiling coverings; of polymers of vinyl chloride, whether or not self-adhesive, in rolls or in the form of tiles",311210
1265,761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",,,,,,,,,,,,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",311210
1266,160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",,,,,,,,,,,,"Meat preparations; sausages and similar products, of meat, meat offal or blood, and food preparations based on these products",113201
1267,151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",,,,,,,,,,,,"Vegetable fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",111210
1268,51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",,,,,,,,,,,,"Animal products; ambergris, castoreum, civet, musk, cantharides, bile (dried or not) glands and other animal products, for pharmaceutical purposes, fresh, chilled, frozen or otherwise provisionally preserved",1111
1269,330420,Eye make-up preparations,,,,,,,,,,,,Cosmetic and toilet preparations; eye make-up,713101
1270,853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",,,,,,,,,,,,"Signalling apparatus; parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)",511220
1271,830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",,,,,,,,,,,,"Stoppers; caps and lids, of base metal",311220
1272,285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",,,,,,,,,,,,"Phosphides, chemically defined or not, not ferrophosphorus; other inorganic compounds n.e.c. (including distilled, conductivity water and water of like purity); liquid air, rare gases removed or not; compressed air; amalgams, not precious metal amalgams",211220
1273,282731,Magnesium chloride,,,,,,,,,,,,Chlorides; of magnesium,211220
1274,30489,"Frozen fish fillets, n.e.s.",,,,,,,,,,,,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",113101
1275,854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",,,,,,,,,,,,Insulated electric conductors; for a voltage exceeding 1000 volts,311220
1276,730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",,,,,,,,,,,,"Iron or steel (excluding cast iron); seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel",311220
1277,903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",,,,,,,,,,,,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90",711220
1278,871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",,,,,,,,,,,,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, reciprocating internal combustion piston engine, of cylinder capacity exceeding 250cc but not exceeding 500cc, with or without side-cars; side-cars",513202
1279,721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excluding plated ...",,,,,,,,,,,,"Iron or non-alloy steel; wire, plated or coated with base metals (other than zinc)",511210
1280,292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",,,,,,,,,,,,"Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof n.e.c. in item no. 2922.2",211220
1281,722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",,,,,,,,,,,,"Steel, stainless; bars and rods, cold-formed or cold-finished",511210
1282,630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",,,,,,,,,,,,"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers",411220
1283,841940,Distilling or rectifying plant,,,,,,,,,,,,Distilling or rectifying plant; not used for domestic purposes,112010
1284,540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",,,,,,,,,,,,"Yarn, artificial; filament, monofilament (less than 67 decitex), of cellulose acetate, single, not for retail sale, not sewing thread",411220
1285,40630,"Processed cheese, not grated or powdered",,,,,,,,,,,,"Dairy produce; cheese, processed (not grated or powdered)",113101
1286,340600,Candles and the like,,,,,,,,,,,,"Candles, tapers and the like",313101
1287,310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",,,,,,,,,,,,"Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)",111210
1288,650610,"Safety headgear, whether or not lined or trimmed",,,,,,,,,,,,"Headgear; safety, whether or not lined or trimmed",413202
1289,320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,,,,,,,,,,,,"Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19",311210
1290,741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",,,,,,,,,,,,"Copper; cast, moulded, stamped or forged, but not further worked",311220
1291,843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",,,,,,,,,,,,"Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438",112010
1292,721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",,,,,,,,,,,,"Iron or non-alloy steel; flat-rolled, width 600mm or more, plated or coated with tin, thickness of less than 0.5mm",511210
1293,300640,Dental cements and other dental fillings; bone reconstruction cements,,,,,,,,,,,,"Pharmaceutical goods; dental cements and other dental fillings, bone reconstruction cements",711220
1294,292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,,,,,,,,,,,,"Nitrogen-function compounds; n.e.c. in chapter 29, excluding isocyanates",211220
1295,843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",,,,,,,,,,,,"Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products",112010
1296,160555,"Octopus, prepared or preserved (excluding smoked)",,,,,,,,,,,,"Mollusc preparations; octopus, prepared or preserved",113201
1297,380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",,,,,,,,,,,,"Chemical products; activated natural mineral products, animal black, including spent animal black",311210
1298,282720,Calcium chloride,,,,,,,,,,,,Chlorides; of calcium,211220
1299,480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",,,,,,,,,,,,"Paper and paperboard; uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805",611210
1300,382312,"Oleic acid, industrial",,,,,,,,,,,,"Industrial monocarboxylic fatty acids, acid oils from refining; oleic acid",211210
1301,950730,Fishing reels,,,,,,,,,,,,Fishing reels,713202
1302,710510,"Dust and powder of diamonds, incl. synthetic diamonds",,,,,,,,,,,,"Stones; precious and semi-precious, dust and powder, of diamonds",411210
1303,850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",,,,,,,,,,,,Parts of vacuum cleaners,311220
1304,270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",,,,,,,,,,,,"Tar; distilled from coal, lignite or peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars",211220
1305,440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",,,,,,,,,,,,"Wood; sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed, n.e.c. in heading no. 4407",311210
1306,30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",,,,,,,,,,,,"Molluscs; scallops, whether in shell or not, including queen scallops, of the genera Pecten, Chlamys or Placopecten, live, fresh or chilled",113101
1307,392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",,,,,,,,,,,,"Plastics; polymers of vinyl chloride, containing by weight, less than 6% of plasticisers; plates, sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other materials",311220
1308,294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",,,,,,,,,,,,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39",711220
1309,711019,"Platinum, in semi-manufactured forms",,,,,,,,,,,,"Metals; platinum, semi-manufactured",411210
1310,710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",,,,,,,,,,,,"Stones; precious or semi-precious, synthetic or reconstructed, (not piezo-electric quartz), worked or graded or not, (but not strung, mounted or set), temporarily strung for transport convenience, n.e.c. in item no. 7104.20",411210
1311,903020,Oscilloscopes and oscillographs,,,,,,,,,,,,Oscilloscopes and oscillographs,712020
1312,701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",,,,,,,,,,,,"Glass fibres; webs, mattresses, boards and similar non-woven products excluding mats and thin sheets",311210
1313,280470,Phosphorus,,,,,,,,,,,,Phosphorus,211220
1314,70610,Fresh or chilled carrots and turnips,,,,,,,,,,,,"Vegetables, root; carrots and turnips, fresh or chilled",113101
1315,846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",,,,,,,,,,,,"Tools; for working in the hand, parts thereof for other than chain saws and pneumatic tools",311210
1316,490300,"Children's picture, drawing or colouring books",,,,,,,,,,,,"Printed matter; children's picture, drawing or colouring books",613202
