HS,BEC4
703,113101
703,113101
703,113101
704,113101
704,113101
704,113101
705,113101
705,113101
705,113101
705,113101
706,113101
706,113101
707,113101
708,113101
708,113101
708,113101
709,113101
709,113101
709,113101
709,113101
709,113101
709,113101
709,113101
709,113101
709,113101
709,113101
709,113101
710,113101
710,113101
710,113101
710,113101
710,113101
710,113101
710,113101
710,113101
711,113101
711,113101
711,113101
711,113101
711,113101
712,113101
712,113101
712,113101
712,113101
712,113101
712,113101
713,113101
713,113101
713,113101
713,113101
713,113101
713,113101
713,113101
713,113101
713,113101
713,113101
713,113101
713,113101
714,113101
714,113101
714,113101
714,113101
714,113101
714,113101
801,1111
801,1111
801,1111
801,113101
801,113101
801,113101
801,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
802,113101
803,113101
803,113101
804,113101
804,113101
804,113101
804,113101
804,113101
805,113101
805,113101
805,113101
805,113101
805,113101
805,113101
805,113101
806,113101
806,113101
807,113101
807,113101
807,113101
808,113101
808,113101
808,113101
809,113101
809,113101
809,113101
809,113101
809,113101
810,113101
810,113101
810,113101
810,113101
810,113101
810,113101
810,113101
810,113101
811,113101
811,113101
811,113101
812,1111
812,1111
813,113101
813,113101
813,113101
813,113101
813,113101
814,1111
901,1111
901,1111
901,113101
901,113101
901,113101
902,113101
902,113101
902,113101
902,113101
903,113101
904,113101
904,113101
904,113101
904,113101
905,113101
905,113101
906,113101
906,113101
906,113101
907,113101
907,113101
908,113101
908,113101
908,113101
908,113101
908,113101
908,113101
909,113101
909,113101
909,113101
909,113101
909,113101
909,113101
910,113101
910,113101
910,113101
910,113101
910,113101
910,113101
1001,1111
1001,1111
1001,1111
1001,1111
1002,1111
1002,1111
1003,1111
1003,1111
1004,1111
1004,1111
1005,1111
1005,1111
1006,1111
1006,1111
1006,113101
1006,113101
1007,1111
1007,1111
1008,1111
1008,1111
1008,1111
1008,1111
1008,1111
1008,1111
1008,1111
1008,1111
1101,111210
1102,111210
1102,111210
1103,111210
1103,111210
1103,111210
1103,111210
1104,113101
1104,113101
1104,113101
1104,113101
1104,113101
1104,113101
1105,111210
1105,111210
1106,111210
1106,111210
1106,111210
1107,111210
1107,111210
1108,111210
1108,111210
1108,111210
1108,111210
1108,111210
1108,111210
1109,111210
1201,1111
1201,1111
1202,1111
1202,1111
1202,1111
1203,1111
1204,1111
1205,1111
1205,1111
1206,1111
1207,1111
1207,1111
1207,1111
1207,1111
1207,1111
1207,1111
1207,1111
1207,1111
1207,1111
1207,1111
1208,111210
1208,111210
1209,1111
1209,1111
1209,1111
1209,1111
1209,1111
1209,1111
1209,1111
1209,1111
1209,1111
1209,1111
1210,1111
1210,1111
1211,1111
1211,1111
1211,1111
1211,1111
1211,1111
1212,1111
1212,1111
1212,1111
1212,1111
1212,1111
1212,1111
1212,1111
1213,1111
1214,1111
1214,1111
1301,1111
1301,1111
1302,1111
1302,1111
1302,1111
1302,1111
1302,1111
1302,1111
1302,111210
1302,111210
1302,111210
1401,1111
1401,1111
1401,1111
1404,1111
1404,1111
1501,111210
1501,111210
1501,111210
1502,111210
1502,111210
1503,111210
1504,111210
1504,111210
1504,111210
1505,111210
1506,111210
1507,111210
1507,113201
1508,111210
1508,113201
1509,113101
1509,113101
1510,111210
1511,111210
1511,111210
1512,111210
1512,113101
1512,111210
1512,111210
1513,111210
1513,111210
1513,111210
1513,111210
1514,111210
1514,113101
1514,111210
1514,113101
1515,111210
1515,111210
1515,111210
1515,113101
1515,111210
1515,111210
1515,111210
1516,111210
1516,111210
1517,113101
1517,113101
1518,111210
1520,111210
1521,111210
1521,111210
1522,111210
1601,113201
1602,113201
1602,113201
1602,113201
1602,113201
1602,113201
1602,113201
1602,113201
1602,113201
1602,113201
1602,113201
1603,111210
1604,113201
1604,113201
1604,113201
1604,113201
1604,113201
1604,113201
1604,113201
1604,113201
1604,113201
1604,113201
1604,113201
1604,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1605,113201
1701,111210
1701,111210
1701,111210
1701,111210
1701,113201
1702,111210
1702,111210
1702,113201
1702,111210
1702,111210
1702,111210
1702,111210
1702,111210
1703,111210
1703,111210
1704,113201
1704,113201
1801,1111
1802,1111
1803,111210
1803,111210
1804,111210
1805,111210
1806,113201
1806,111210
1806,113201
1806,113201
1806,113201
1901,113201
1901,113201
1901,111210
1902,113201
1902,113201
1902,113201
1902,113201
1902,113201
1903,111210
1904,113201
1904,113201
1904,113201
1904,113201
1905,113201
1905,113201
1905,113201
1905,113201
1905,113201
1905,113201
2001,113201
2001,113201
2002,113201
2002,113201
2003,113201
2003,113201
2004,113201
2004,113201
2005,113201
2005,113201
2005,113201
2005,113201
2005,113201
2005,113201
2005,113201
2005,113201
2005,113201
2005,113201
2006,113201
2007,113201
2007,113201
2007,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2008,113201
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2009,113101
2101,113101
2101,113101
2101,113101
2101,113101
2102,111210
2102,111210
2102,111210
2103,113101
2103,113101
2103,113101
2103,113101
2104,113101
2104,113101
2105,113101
2106,113101
2106,113101
2201,113101
2201,113101
2202,113101
2202,113101
2202,113101
2203,113101
2204,113101
2204,113101
2204,113101
2204,113101
2204,113101
2205,113101
2205,113101
2206,113101
2207,211220
2207,211220
2208,113101
2208,113101
2208,113101
2208,113101
2208,113101
2208,113101
2208,113101
2209,113101
2301,111210
2301,111210
2302,111210
2302,111210
2302,111210
2302,111210
2303,111210
2303,111210
2303,111210
2304,111210
2305,111210
2306,111210
2306,111210
2306,111210
2306,111210
2306,111210
2306,111210
2306,111210
2306,111210
2307,111210
2308,111210
2309,113101
2309,111210
2401,1111
2401,1111
2401,1111
2402,113101
2402,113101
2402,113101
2403,113101
2403,113101
2403,113101
2403,113101
2501,3111
2502,3111
2503,3111
2504,3111
2504,3111
2505,3111
2505,3111
2506,3111
2506,3111
2507,3111
2508,3111
2508,3111
2508,3111
2508,3111
2508,3111
2508,3111
2509,3111
2510,3111
2510,3111
2511,3111
2511,3111
2512,3111
2513,3111
2513,3111
2514,3111
2515,3111
2515,3111
2515,3111
2516,3111
2516,3111
2516,3111
2516,3111
2517,3111
2517,3111
2517,3111
2517,3111
2517,3111
2518,3111
2518,3111
2518,3111
2519,3111
2519,3111
2520,3111
2520,311210
2521,311210
2522,311210
2522,311210
2522,311210
2523,311210
2523,311210
2523,311210
2523,311210
2523,311210
2524,3111
2524,3111
2525,3111
2525,3111
2525,3111
2526,3111
2526,3111
2528,3111
2529,3111
2529,3111
2529,3111
2529,3111
2530,3111
2530,3111
2530,3111
2601,2111
2601,2111
2601,2111
2602,2111
2603,2111
2604,2111
2605,2111
2606,2111
2607,2111
2608,2111
2609,2111
2610,2111
2611,2111
2612,2111
2612,2111
2613,2111
2613,2111
2614,2111
2615,2111
2615,2111
2616,2111
2616,2111
2617,2111
2617,2111
2618,2111
2619,2111
2620,2111
2620,2111
2620,2111
2620,2111
2620,2111
2620,2111
2620,2111
2620,2111
2620,2111
2621,2111
2621,2111
2701,2111
2701,2111
2701,213101
2701,213101
2702,213101
2702,213101
2703,213101
2704,213101
2705,213101
2706,211220
2707,211220
2707,211220
2707,211220
2707,211220
2707,211220
2707,211220
2707,211220
2708,211220
2708,211220
2709,2111
2710,213101
2710,213101
2710,213101
2710,2111
2710,2111
2711,213101
2711,213101
2711,213101
2711,213101
2711,213101
2711,213101
2711,213101
2712,211220
2712,211220
2712,211220
2713,211220
2713,211220
2713,211220
2713,211220
2714,2111
2714,2111
2715,211220
2716,213201
2801,211220
2801,211220
2801,211220
2802,211220
2803,211220
2804,211220
2804,211220
2804,211220
2804,211220
2804,211220
2804,211220
2804,211220
2804,211220
2804,211220
2804,211220
2804,211220
2805,211220
2805,211220
2805,211220
2805,211220
2805,211220
2806,211220
2806,211220
2807,211220
2808,211220
2809,211220
2809,211220
2810,211220
2811,211220
2811,211220
2811,211220
2811,211220
2811,211220
2811,211220
2812,211220
2812,211220
2812,211220
2812,211220
2812,211220
2812,211220
2812,211220
2812,211220
2812,211220
2813,211220
2813,211220
2814,211220
2814,211220
2815,211220
2815,211220
2815,211220
2815,211220
2816,211220
2816,211220
2817,211220
2818,211220
2818,211220
2818,211220
2819,211220
2819,211220
2820,211220
2820,211220
2821,211220
2821,211220
2822,211220
2823,211220
2824,211220
2824,211220
2825,211220
2825,211220
2825,211220
2825,211220
2825,211220
2825,211220
2825,211220
2825,211220
2825,211220
2826,211220
2826,211220
2826,211220
2826,211220
2827,211220
2827,211220
2827,211220
2827,211220
2827,211220
2827,211220
2827,211220
2827,211220
2827,211220
2827,211220
2827,211220
2828,211220
2828,211220
2829,211220
2829,211220
2829,211220
2830,211220
2830,211220
2831,211220
2831,211220
2832,211220
2832,211220
2832,211220
2833,211220
2833,211220
2833,211220
2833,211220
2833,211220
2833,211220
2833,211220
2833,211220
2833,211220
2833,211220
2834,211220
2834,211220
2834,211220
2835,211220
2835,211220
2835,211220
2835,211220
2835,211220
2835,211220
2835,211220
2835,211220
2836,211220
2836,211220
2836,211220
2836,211220
2836,211220
2836,211220
2836,211220
2836,211220
2837,211220
2837,211220
2837,211220
2839,211220
2839,211220
2839,211220
2840,211220
2840,211220
2840,211220
2840,211220
2841,211220
2841,211220
2841,211220
2841,211220
2841,211220
2841,211220
2841,211220
2842,211220
2842,211220
2843,211220
2843,211220
2843,211220
2843,211220
2843,211220
2844,211220
2844,211220
2844,211220
2844,211220
2844,211220
2845,211220
2845,211220
2846,211220
2846,211220
2847,211220
2849,211220
2849,211220
2849,211220
2850,211220
2852,211220
2852,211220
2853,211220
2853,211220
2901,211220
2901,211220
2901,211220
2901,211220
2901,211220
2901,211220
2902,211220
2902,211220
2902,211220
2902,211220
2902,211220
2902,211220
2902,211220
2902,211220
2902,211220
2902,211220
2902,211220
2902,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2903,211220
2904,211220
2904,211220
2904,211220
2904,211220
2904,211220
2904,211220
2904,211220
2904,211220
2904,211220
2904,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2905,211220
2906,211220
2906,211220
2906,211220
2906,211220
2906,211220
2906,211220
2907,211220
2907,211220
2907,211220
2907,211220
2907,211220
2907,211220
2907,211220
2907,211220
2907,211220
2908,211220
2908,211220
2908,211220
2908,211220
2908,211220
2909,211220
2909,211220
2909,211220
2909,211220
2909,211220
2909,211220
2909,211220
2909,211220
2909,211220
2909,211220
2910,211220
2910,211220
2910,211220
2910,211220
2910,211220
2910,211220
2911,211220
2912,211220
2912,211220
2912,211220
2912,211220
2912,211220
2912,211220
2912,211220
2912,211220
2912,211220
2912,211220
2913,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2914,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2915,211220
2916,211220
2916,211220
2916,211220
2916,211220
2916,211220
2916,211220
2916,211220
2916,211220
2916,211220
2916,211220
2916,211220
2916,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2917,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2918,211220
2919,211220
2919,211220
2920,211220
2920,211220
2920,211220
2920,211220
2920,211220
2920,211220
2920,211220
2920,211220
2920,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2921,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2922,211220
2923,211220
2923,211220
2923,211220
2923,211220
2923,211220
2924,211220
2924,211220
2924,211220
2924,211220
2924,211220
2924,211220
2924,211220
2924,211220
2925,211220
2925,211220
2925,211220
2925,211220
2925,211220
2926,211220
2926,211220
2926,211220
2926,211220
2926,211220
2927,211220
2928,211220
2929,211220
2929,211220
2930,211220
2930,211220
2930,211220
2930,211220
2930,211220
2930,211220
2930,211220
2931,211220
2931,211220
2931,211220
2931,211220
2931,211220
2931,211220
2931,211220
2931,211220
2931,211220
2931,211220
2931,211220
2931,211220
2932,211220
2932,211220
2932,211220
2932,211220
2932,211220
2932,211220
2932,211220
2932,211220
2932,211220
2932,211220
2932,211220
2932,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2933,211220
2934,211220
2934,211220
2934,211220
2934,211220
2934,211220
2935,211220
2935,211220
2935,211220
2935,211220
2935,211220
2935,211220
2936,711210
2936,711210
2936,711210
2936,711210
2936,711210
2936,711210
2936,711210
2936,711210
2936,711210
2936,711210
2937,711220
2937,711220
2937,711220
2937,711220
2937,711220
2937,711220
2937,711220
2937,711220
2937,711220
2938,711220
2938,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,711220
2939,211220
2940,711220
2941,711220
2941,711220
2941,711220
2941,711220
2941,711220
2941,711220
2942,711220
3001,711220
3001,711220
3002,711220
3002,711220
3002,711220
3002,711220
3002,711220
3002,711220
3002,711220
3002,711220
3002,711220
3003,711220
3003,711220
3003,711220
3003,711220
3003,711220
3003,711220
3003,711220
3003,711220
3003,711220
3003,711220
3004,711220
3004,711220
3004,711220
3004,711220
3004,711220
3004,711220
3004,711220
3004,711220
3004,711220
3004,711220
3004,711220
3004,711220
3005,711220
3005,711220
3006,711220
3006,711220
3006,711220
3006,711220
3006,711220
3006,711220
3006,711220
3006,711220
3006,711220
3101,111210
3102,111210
3102,111210
3102,111210
3102,111210
3102,111210
3102,111210
3102,111210
3102,111210
3102,111210
3103,111210
3103,111210
3103,111210
3104,111210
3104,111210
3104,111210
3105,111210
3105,111210
3105,111210
3105,111210
3105,111210
3105,111210
3105,111210
3105,111210
3201,311210
3201,311210
3201,311210
3202,311210
3202,311210
3203,311210
3204,311210
3204,311210
3204,311210
3204,311210
3204,311210
3204,311210
3204,311210
3204,311210
3204,311210
3204,311210
3205,311210
3206,311210
3206,311210
3206,311210
3206,311210
3206,311210
3206,311210
3206,311210
3207,311210
3207,311210
3207,311210
3207,311210
3208,311210
3208,311210
3208,311210
3209,311210
3209,311210
3210,311210
3211,311210
3212,311210
3212,311210
3213,313202
3213,313202
3214,311210
3214,311210
3215,311210
3215,311210
3215,311210
3301,711220
3301,711220
3301,711220
3301,711220
3301,711220
3301,711220
3301,711220
3301,711220
3302,711220
3302,711220
3303,713101
3304,713101
3304,713101
3304,713101
3304,713101
3304,713101
3305,713101
3305,713101
3305,713101
3305,713101
3306,713101
3306,713101
3306,713101
3307,713101
3307,713101
3307,713101
3307,713101
3307,713101
3307,713101
3401,713101
3401,713101
3401,713101
3401,713101
3402,711220
3402,711220
3402,711220
3402,711220
3402,713101
3402,711220
3403,211220
3403,211220
3403,211220
3403,211220
3404,711220
3404,711220
3405,313101
3405,313101
3405,313101
3405,313101
3405,313101
3406,313101
3407,711220
3501,311210
3501,311210
3502,111210
3502,111210
3502,111210
3502,111210
3503,111210
3504,111210
3505,311210
3505,311210
3506,313101
3506,311210
3506,311210
3507,1111
3507,111210
3601,811210
3602,811210
3603,811210
3604,811210
3604,811210
3605,813101
3606,813101
3606,811210
3701,711220
3701,611220
3701,611220
3701,611220
3701,611220
3702,711220
3702,611220
3702,611220
3702,611220
3702,611220
3702,611220
3702,611220
3702,611220
3702,613101
3702,613101
3702,613101
3702,611220
3702,611220
3702,613101
3702,611220
3702,611220
3703,611220
3703,611220
3703,611220
3704,611220
3705,611220
3706,611220
3706,611220
3707,611220
3707,611220
3801,311210
3801,311210
3801,311210
3801,311210
3802,311210
3802,311210
3803,311210
3804,311210
3805,311210
3805,311210
3806,311210
3806,311210
3806,311210
3806,311210
3807,311210
3808,313101
3808,313101
3808,313101
3808,313101
3808,313101
3808,313101
3808,313101
3808,313101
3808,313101
3808,313101
3809,411210
3809,411210
3809,411210
3809,411210
3810,311210
3810,311210
3811,211210
3811,211210
3811,211210
3811,211210
3811,211210
3812,211210
3812,211210
3812,211210
3812,211210
3813,211220
3814,211220
3815,211220
3815,211220
3815,211220
3815,211220
3816,311210
3817,211210
3818,611220
3819,511220
3820,511220
3821,711220
3822,711220
3823,211210
3823,211210
3823,211210
3823,211210
3823,211210
3824,211210
3824,211210
3824,311220
3824,311220
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211210
3824,211220
3824,211220
3824,211220
3824,211220
3824,211220
3824,211220
3824,211220
3825,3111
3825,3111
3825,711220
3825,2111
3825,2111
3825,511210
3825,211210
3825,211210
3825,211210
3826,211210
3901,211210
3901,211210
3901,211210
3901,211210
3901,211210
3902,211210
3902,211210
3902,211210
3902,211210
3903,211210
3903,211210
3903,211210
3903,211210
3903,211210
3904,211210
3904,211210
3904,211210
3904,211210
3904,211210
3904,211210
3904,211210
3904,211210
3904,211210
3905,211210
3905,211210
3905,211210
3905,211210
3905,211210
3905,211210
3905,211210
3906,211210
3906,211210
3907,211210
3907,211210
3907,211210
3907,211210
3907,211210
3907,211210
3907,211210
3907,211210
3907,211210
3907,211210
3908,211210
3908,211210
3909,211210
3909,211210
3909,211210
3909,211210
3909,211210
3909,211210
3910,211210
3911,211210
3911,211210
3912,211210
3912,211210
3912,211210
3912,211210
3912,211210
3912,211210
3913,211210
3913,211210
3914,211210
3915,211210
3915,211210
3915,211210
3915,211210
3916,211210
3916,211210
3916,211210
3917,311210
3917,311210
3917,311210
3917,311210
3917,311210
3917,311210
3917,311210
3917,311210
3917,311210
3917,311210
3918,311210
3918,311210
3919,311210
3919,311210
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3920,311220
3921,311220
3921,311220
3921,311220
3921,311220
3921,311220
3921,311210
3922,311210
3922,311210
3922,311210
3923,511220
3923,511220
3923,511220
3923,511220
3923,511220
3923,511220
3923,511220
3924,313202
3924,313202
3925,311210
3925,311210
3925,311210
3925,311210
3926,713202
3926,413201
3926,313202
3926,311210
3926,311220
4001,1111
4001,1111
4001,1111
4001,1111
4001,1111
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4002,211210
4003,211210
4004,211210
4005,211210
4005,211210
4005,211210
4005,211210
4006,211210
4006,211210
4007,211210
4008,211210
4008,211210
4008,211210
4008,211210
4009,311210
4009,311210
4009,311210
4009,311210
4009,311210
4009,311210
4009,311210
4009,311210
4010,811210
4010,811210
4010,811210
4010,811210
4010,811210
4010,811210
4010,811210
4010,811210
4010,811210
4010,811210
4011,511210
4011,511210
4011,511210
4011,511210
4011,511210
4011,511210
4011,511210
4011,511210
4012,511210
4012,511210
4012,511210
4012,511210
4012,511210
4012,511210
4013,511210
4013,511210
4013,511210
4014,713101
4014,711220
4015,711220
4015,413201
4015,413201
4016,313202
4016,313202
4016,313201
4016,311210
4016,511220
4016,313202
4016,211210
4017,211210
4101,1111
4101,1111
4101,1111
4102,1111
4102,1111
4102,1111
4103,1111
4103,1111
4103,1111
4104,111210
4104,111210
4104,111210
4104,111210
4105,111210
4105,111210
4106,111210
4106,111210
4106,111210
4106,111210
4106,111210
4106,111210
4106,111210
4107,111210
4107,111210
4107,111210
4107,111210
4107,111210
4107,111210
4112,111210
4113,111210
4113,111210
4113,111210
4113,111210
4114,111210
4114,111210
4115,111210
4115,1111
4201,113202
4202,513202
4202,513202
4202,513202
4202,513202
4202,513202
4202,513202
4202,513202
4202,513202
4202,513202
4202,513202
4202,513202
4202,513202
4203,513202
4203,513202
4203,513202
4203,513202
4203,513202
4205,513202
4206,513202
4301,1111
4301,1111
4301,1111
4301,1111
4301,1111
4302,111210
4302,111210
4302,111210
4302,111210
4303,413202
4303,413202
4304,413202
4401,2111
4401,2111
4401,1111
4401,1111
4401,1111
4401,1111
4401,1111
4402,211220
4402,211220
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4403,1111
4404,1111
4404,1111
4405,111210
4406,111210
4406,111210
4406,111210
4406,111210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4407,311210
4408,311210
4408,311210
4408,311210
4408,311210
4409,311210
4409,311210
4409,311210
4409,311210
4410,311210
4410,311210
4410,311210
4410,311210
4411,311210
4411,311210
4411,311210
4411,311210
4411,311210
4411,311210
4412,311210
4412,311210
4412,311210
4412,311210
4412,311210
4412,311210
4412,311210
4413,311210
4414,313202
4415,511220
4415,511220
4416,511220
4417,311210
4418,311210
4418,311210
4418,311210
4418,311210
4418,311210
4418,311210
4418,311210
4418,311210
4418,311210
4418,311210
4418,311210
4419,313202
4419,313202
4419,313202
4419,313202
4420,313202
4420,313202
4421,313202
4421,311210
4421,311210
4501,1111
4501,1111
4502,1111
4503,311210
4503,311210
4504,311210
4504,311210
4601,313202
4601,313202
4601,313202
4601,313202
4601,313202
4601,313202
4601,313202
4602,313202
4602,313202
4602,313202
4602,313202
4701,211210
4702,211210
4703,211210
4703,211210
4703,211210
4703,211210
4704,211210
4704,211210
4704,211210
4704,211210
4705,211210
4706,211210
4706,211210
4706,211210
4706,211210
4706,211210
4706,211210
4707,211210
4707,211210
4707,211210
4707,211210
4801,611220
4802,611220
4802,611220
4802,311220
4802,711220
4802,711220
4802,711220
4802,711220
4802,611210
4802,611210
4802,611210
4802,611210
4803,711220
4804,611210
4804,611210
4804,611210
4804,611210
4804,611210
4804,611210
4804,611210
4804,611210
4804,611210
4804,611210
4804,611210
4804,611210
4805,611210
4805,611210
4805,611210
4805,611210
4805,611210
4805,511220
4805,611210
4805,611210
4805,611210
4805,611210
4805,611210
4806,611220
4806,611220
4806,611220
4806,611220
4807,611220
4808,611220
4808,611220
4808,611220
4809,611220
4809,611220
4810,611220
