HS,BEC17
441891,311210
441899,311210
441911,313202
441912,313202
441919,313202
441990,313202
442010,313202
442090,313202
442110,313202
442191,311210
442199,311210
450110,1111
450190,1111
450200,1111
450310,311210
450390,311210
450410,311210
450490,311210
460121,313202
460122,313202
460129,313202
460192,313202
460193,313202
460194,313202
460199,313202
460211,313202
460212,313202
460219,313202
460290,313202
470100,211210
470200,211210
470311,211210
470319,211210
470321,211210
470329,211210
470411,211210
470419,211210
470421,211210
470429,211210
470500,211210
470610,211210
470620,211210
470630,211210
470691,211210
470692,211210
470693,211210
470710,211210
470720,211210
470730,211210
470790,211210
480100,611220
480210,611220
480220,611220
480240,311220
480254,711220
480255,711220
480256,711220
480257,711220
480258,611210
480261,611210
480262,611210
480269,611210
480300,711220
480411,611210
480419,611210
480421,611210
480429,611210
480431,611210
480439,611210
480441,611210
480442,611210
480449,611210
480451,611210
480452,611210
480459,611210
480511,611210
480512,611210
480519,611210
480524,611210
480525,611210
480530,511220
480540,611210
480550,611210
480591,611210
480592,611210
480593,611210
480610,611220
480620,611220
480630,611220
480640,611220
480700,611220
480810,611220
480840,611220
480890,611220
480920,611220
480990,611220
481013,611220
481014,611220
481019,611220
481022,611220
481029,611220
481031,611220
481032,611220
481039,611220
481092,611220
481099,611220
481110,611220
481141,611220
481149,611220
481151,611220
481159,611220
481160,611220
481190,611220
481200,611220
481310,113101
481320,111210
481390,111210
481420,311220
481490,311220
481620,611220
481690,611220
481710,613101
481720,613201
481730,613201
481810,713101
481820,713101
481830,713201
481850,713201
481890,713201
481910,511220
481920,511220
481930,511220
481940,511220
481950,511220
481960,511220
482010,611220
482020,713101
482030,611220
482040,611220
482050,613202
482090,611220
482110,611220
482190,611220
482210,511220
482290,611220
482320,611220
482340,611220
482361,313201
482369,313201
482370,611210
482390,611210
490110,613201
490191,613202
490199,613202
490210,613202
490290,613202
490300,613202
490400,613202
490510,613202
490591,613202
490599,613202
490600,311210
490700,811210
490810,811210
490890,813202
490900,613202
491000,613202
491110,613202
491191,613202
491199,613202
500100,5111
500200,5111
500300,5111
500400,511220
500500,411210
500600,413101
500710,411220
500720,411220
500790,411220
510111,4111
510119,4111
510121,4111
510129,4111
510130,4111
510211,4111
510219,4111
510220,4111
510310,4111
510320,4111
510330,4111
510400,4111
510510,411210
510521,411210
510529,411210
510531,411210
510539,411210
510540,411210
510610,411220
510620,411220
510710,411220
510720,411220
510810,411220
510820,411220
510910,413101
510990,413101
511000,411220
511111,411220
511119,411220
511120,411220
511130,411220
511190,411220
511211,411210
511219,411210
511220,411220
511230,411220
511290,411220
511300,411220
520100,4111
520210,4111
520291,4111
520299,4111
520300,411210
520411,411220
520419,411220
520420,413101
520511,411220
520512,411220
520513,411220
520514,411220
520515,411220
520521,411220
520522,411220
520523,411220
520524,411220
520526,411220
520527,411220
520528,411220
520531,411220
520532,411220
520533,411220
520534,411220
520535,411220
520541,411220
520542,411220
520543,411220
520544,411220
520546,411220
520547,411220
520548,411220
520611,411220
520612,411220
520613,411220
520614,411220
520615,411220
520621,411220
520622,411220
520623,411220
520624,411220
520625,411220
520631,411220
520632,411220
520633,411220
520634,411220
520635,411220
520641,411220
520642,411220
520643,411220
520644,411220
520645,411220
520710,413101
520790,413101
520811,411220
520812,411220
520813,411220
520819,411220
520821,411220
520822,411220
520823,411220
520829,411220
520831,411220
520832,411220
520833,411220
520839,411220
520841,411220
520842,411220
520843,411220
520849,411220
520851,411220
520852,411220
520859,411220
520911,411220
520912,411220
520919,411220
520921,411220
520922,411220
520929,411220
520931,411220
520932,411220
520939,411220
520941,411220
520942,411220
520943,411220
520949,411220
520951,411220
520952,411220
520959,411220
521011,411220
521019,411220
521021,411220
521029,411220
521031,411220
521032,411220
521039,411220
521041,411220
521049,411220
521051,411220
521059,411220
521111,411220
521112,411220
521119,411220
521120,411220
521131,411220
521132,411220
521139,411220
521141,411220
521142,411220
521143,411220
521149,411220
521151,411220
521152,411220
521159,411220
521211,411220
521212,411220
521213,411220
521214,411220
521215,411220
521221,411220
521222,411220
521223,411220
521224,411220
521225,411220
530110,411210
530121,411210
530129,411210
530130,4111
530210,4111
530290,4111
530310,4111
530390,4111
530500,4111
530610,411210
530620,411210
530710,411210
530720,411210
530810,411210
530820,411210
530890,411210
530911,411210
530919,411210
530921,411210
530929,411210
531010,411210
531090,411210
531100,411220
540110,411220
540120,411220
540211,411220
540219,411220
540220,411220
540231,411220
540232,411220
540233,411220
540234,411220
540239,411220
540244,411220
540245,411220
540246,411220
540247,411220
540248,411220
540249,411220
540251,411220
540252,411220
540253,411220
540259,411220
540261,411220
540262,411220
540263,411220
540269,411220
540310,411220
540331,411220
540332,411220
540333,411220
540339,411220
540341,411220
540342,411220
540349,411220
540411,411220
540412,411220
540419,411220
540490,411220
540500,411220
540600,413201
540710,411220
540720,411220
540730,411220
540741,411220
540742,411220
540743,411220
540744,411220
540751,411220
540752,411220
540753,411220
540754,411220
540761,411220
540769,411220
540771,411220
540772,411220
540773,411220
540774,411220
540781,411220
540782,411220
540783,411220
540784,411220
540791,411220
540792,411220
540793,411220
540794,411220
540810,411220
540821,411220
540822,411220
540823,411220
540824,411220
540831,411220
540832,411220
540833,411220
540834,411220
550110,411210
550120,411210
550130,411210
550140,411210
550190,411210
550210,411210
550290,411210
550311,411210
550319,411210
550320,411210
550330,411210
550340,411210
550390,411210
550410,411210
550490,411210
550510,4111
550520,4111
550610,411210
550620,411210
550630,411210
550640,411210
550690,411210
550700,411210
550810,411220
550820,411220
550911,411220
550912,411220
550921,411220
550922,411220
550931,411220
550932,411220
550941,411220
550942,411220
550951,411220
550952,411220
550953,411220
550959,411220
550961,411220
550962,411220
550969,411220
550991,411220
550992,411220
550999,411220
551011,411220
551012,411220
551020,411220
551030,411220
551090,411220
551110,413201
551120,413201
551130,413201
551211,411220
551219,411220
551221,411220
551229,411220
551291,411220
551299,411220
551311,411220
551312,411220
551313,411220
551319,411220
551321,411220
551323,411220
551329,411220
551331,411220
551339,411220
551341,411220
551349,411220
551411,411220
551412,411220
551419,411220
551421,411220
551422,411220
551423,411220
551429,411220
551430,411220
551441,411220
551442,411220
551443,411220
551449,411220
551511,411220
551512,411220
551513,411220
551519,411220
551521,411220
551522,411220
551529,411220
551591,411220
551599,411220
551611,411220
551612,411220
551613,411220
551614,411220
551621,411220
551622,411220
551623,411220
551624,411220
551631,411220
551632,411220
551633,411220
551634,411220
551641,411220
551642,411220
551643,411220
551644,411220
551691,411220
551692,411220
551693,411220
551694,411220
560121,411220
560122,411220
560129,411220
560130,411220
560210,411210
560221,411210
560229,411210
560290,411210
560311,411210
560312,411210
560313,411210
560314,411210
560391,411210
560392,411210
560393,411210
560394,411210
560410,411210
560490,411210
560500,411210
560600,411210
560721,411210
560729,411210
560741,411210
560749,411210
560750,411210
560790,411210
560811,411210
560819,411210
560890,411210
560900,411210
570110,413202
570190,413202
570210,413202
570220,413202
570231,413202
570232,413202
570239,413202
570241,413202
570242,413202
570249,413202
570250,413202
570291,413202
570292,413202
570299,413202
570310,413202
570320,413202
570330,413202
570390,413202
570410,413202
570420,413202
570490,413202
570500,413202
580110,411220
580121,411210
580122,411220
580123,411220
580126,411220
580127,411220
580131,411210
580132,411220
580133,411220
580136,411220
580137,411220
580190,411220
580211,411220
580219,411220
580220,411220
580230,411220
580300,411220
580410,411220
580421,411220
580429,411220
580430,411220
580500,413202
580610,411220
580620,411220
580631,411220
580632,411220
580639,411220
580640,411220
580710,411220
580790,411220
580810,411220
580890,411220
580900,411220
581010,411220
581091,411220
581092,411220
581099,411220
581100,411220
590110,411220
590190,411220
590210,411220
590220,411220
590290,411220
590310,411220
590320,411220
590390,411220
590410,413202
590490,413202
590500,411220
590610,411220
590691,411220
590699,411220
590700,411220
590800,411220
590900,412010
591000,412010
591110,412010
591120,412010
591131,412010
591132,412010
591140,412010
591190,412010
600110,411220
600121,411220
600122,411220
600129,411220
600191,411220
600192,411220
600199,411220
600240,411220
600290,411220
600310,411220
600320,411220
600330,411220
600340,411220
600390,411220
600410,411220
600490,411220
600521,411220
600522,411220
600523,411220
600524,411220
600535,411220
600536,411220
600537,411220
600538,411220
600539,411220
600541,411220
600542,411220
600543,411220
600544,411220
600590,411220
600610,411220
600621,411220
600622,411220
600623,411220
600624,411220
600631,411220
600632,411220
600633,411220
600634,411220
600641,411220
600642,411220
600643,411220
600644,411220
600690,411220
610120,413202
610130,413202
610190,413202
610210,413202
610220,413202
610230,413202
610290,413202
610310,413202
610322,413202
610323,413202
610329,413202
610331,413202
610332,413202
610333,413202
610339,413202
610341,413202
610342,413202
610343,413202
610349,413202
610413,413202
610419,413202
610422,413202
610423,413202
610429,413202
610431,413202
610432,413202
610433,413202
610439,413202
610441,413202
610442,413202
610443,413202
610444,413202
610449,413202
610451,413202
610452,413202
610453,413202
610459,413202
610461,413202
610462,413202
610463,413202
610469,413202
610510,413202
610520,413202
610590,413202
610610,413202
610620,413202
610690,413202
610711,413202
610712,413202
610719,413202
610721,413202
610722,413202
610729,413202
610791,413202
610799,413202
610811,413202
610819,413202
610821,413202
610822,413202
610829,413202
610831,413202
610832,413202
610839,413202
610891,413202
610892,413202
610899,413202
610910,413202
610990,413202
611011,413202
611012,413202
611019,413202
611020,413202
611030,413202
611090,413202
611120,413202
611130,413202
611190,413202
611211,413202
611212,413202
611219,413202
611220,413202
611231,413202
611239,413202
611241,413202
611249,413202
611300,413202
611420,413202
611430,413202
611490,413202
611510,413202
611521,413202
611522,413202
611529,413202
611530,413202
611594,413202
611595,413202
611596,413202
611599,413202
611610,413202
611691,413202
611692,413202
611693,413202
611699,413202
611710,413202
611780,413202
611790,413202
620111,413202
620112,413202
620113,413202
620119,413202
620191,413202
620192,413202
620193,413202
620199,413202
620211,413202
620212,413202
620213,413202
620219,413202
620291,413202
620292,413202
620293,413202
620299,413202
620311,413202
620312,413202
620319,413202
620322,413202
620323,413202
620329,413202
620331,413202
620332,413202
620333,413202
620339,413202
620341,413202
620342,413202
620343,413202
620349,413202
620411,413202
620412,413202
620413,413202
620419,413202
620421,413202
620422,413202
620423,413202
620429,413202
620431,413202
620432,413202
620433,413202
620439,413202
620441,413202
620442,413202
620443,413202
620444,413202
620449,413202
620451,413202
620452,413202
620453,413202
620459,413202
620461,413202
620462,413202
620463,413202
620469,413202
620520,413202
620530,413202
620590,413202
620610,413202
620620,413202
620630,413202
620640,413202
620690,413202
620711,413202
620719,413202
620721,413202
620722,413202
620729,413202
620791,413202
620799,413202
620811,413202
620819,413202
620821,413202
620822,413202
620829,413202
620891,413202
620892,413202
620899,413202
620920,413202
620930,413202
620990,413202
621010,413202
621020,413202
621030,413202
621040,413202
621050,413202
621111,413202
621112,413202
621120,413202
621132,413202
621133,413202
621139,413202
621142,413202
621143,413202
621149,413202
621210,413202
621220,413202
621230,413202
621290,413202
621320,413202
621390,413202
621410,413202
621420,413202
621430,413202
621440,413202
621490,413202
621510,413202
621520,413202
621590,413202
621600,413202
621710,413202
621790,413202
630110,413202
630120,413202
630130,413202
630140,413202
630190,413202
630210,413202
630221,413202
630222,413202
630229,413202
630231,413202
630232,413202
630239,413202
630240,413202
630251,413202
630253,413202
630259,413202
630260,413202
630291,413202
630293,413202
630299,413202
630312,413202
630319,413202
630391,413202
630392,413202
630399,413202
630411,413202
630419,413202
630420,413202
630491,413202
630492,413202
630493,413202
630499,413202
630510,411220
630520,411220
630532,411220
630533,411220
630539,411220
630590,411220
630612,411220
630619,411220
630622,413202
630629,413202
630630,413202
630640,413202
630690,413202
630710,413202
630720,413202
630790,413202
630800,413202
630900,411220
631010,411220
631090,411220
640110,413202
640192,413202
640199,413202
640212,413202
640219,413202
640220,413202
640291,413202
640299,413202
640312,413202
640319,413202
640320,413202
640340,413202
640351,413202
640359,413202
640391,413202
640399,413202
640411,413202
640419,413202
640420,413202
640510,413202
640520,413202
640590,413202
640610,411220
640620,411220
640690,411220
650100,411220
650200,411220
650400,413202
650500,413202
650610,413202
650691,413202
650699,413202
650700,411220
660110,413202
660191,413202
660199,413202
660200,413202
660320,411220
660390,411220
670100,411220
670210,411220
670290,411220
670300,411220
670411,413202
670419,413202
670420,413202
670490,413202
680100,311220
680210,311220
680221,311220
680223,311220
680229,311220
680291,311220
680292,311220
680293,311220
680299,311220
680300,311220
680410,311220
680421,311220
680422,311220
680423,311220
680430,313202
680510,311220
680520,311220
680530,311220
680610,311220
680620,311220
680690,311220
680710,311220
680790,311220
680800,311220
680911,311220
680919,311220
680990,311220
681011,311220
681019,311220
681091,311220
681099,311220
681140,311220
681181,311220
681182,311220
681189,311220
681280,411220
681291,411220
681292,311220
681293,311220
681299,311220
681320,311220
681381,311220
681389,311220
681410,311220
681490,311220
681510,311220
681520,311220
681591,311220
681599,311220
690100,311220
690210,311220
690220,311220
690290,311220
690310,311220
690320,311220
690390,311220
690410,311220
690490,311220
690510,311220
690590,311220
690600,311220
690721,311220
690722,311220
690723,311220
690730,311220
690740,311220
690911,311220
690912,311220
690919,311220
690990,311220
691010,311220
691090,311220
691110,313202
691190,313202
691200,313202
691310,313202
691390,313202
691410,313202
691490,313202
700100,3111
700210,311210
700220,311210
700231,311210
700232,311210
700239,311210
700312,311210
700319,311210
700320,311210
700330,311210
700420,311210
700490,311210
700510,311210
700521,311210
700529,311210
700530,311210
700600,311220
700711,511220
700719,511220
700721,511220
700729,511220
700800,511220
700910,511220
700991,511220
700992,511220
701010,311220
701020,311220
701090,311220
701110,311220
701120,311220
701190,311220
701310,313202
701322,313202
701328,313202
701333,313202
701337,313202
701341,313202
701342,313202
701349,313202
701391,313202
701399,313202
701400,711220
701510,711220
701590,711220
701610,311220
701690,311220
701710,711220
701720,711220
701790,711220
701810,711220
701820,711220
701890,711220
701911,311210
701912,311210
701919,311210
701931,311210
701932,311210
701939,311210
701940,311210
701951,311210
701952,311210
701959,311210
701990,311210
702000,311210
710110,411210
710121,4111
710122,411210
710210,411210
710221,411210
710229,411210
710231,411210
710239,411210
710310,411210
710391,411210
710399,411210
710410,411210
710420,411210
710490,411210
710510,411210
710590,411210
710610,411210
710691,411210
710692,411210
710700,411210
710811,411210
710812,411210
710813,411210
710820,0
710900,411210
711011,411210
711019,411210
711021,411210
711029,411210
711031,411210
711039,411210
711041,411210
711049,411210
711100,411210
711230,411210
711291,411210
711292,411210
711299,411210
711311,413202
711319,413202
711320,413202
711411,413202
711419,413202
711420,413202
711510,312010
711590,412010
711610,413102
711620,413202
711711,413202
711719,413201
711790,413201
711810,813202
711890,0
720110,511210
720120,511210
720150,511210
720211,511210
720219,511210
720221,511210
720229,511210
720230,511210
720241,511210
720249,511210
720250,511210
720260,511210
720270,511210
720280,511210
720291,511210
720292,511210
720293,511210
720299,511210
720310,511210
720390,511210
720410,511210
720421,511220
720429,511220
720430,511220
720441,511210
720449,511220
720450,511210
720510,511210
720521,511210
720529,511210
720610,511210
720690,511210
720711,511210
720712,511210
720719,511210
720720,511210
720810,511210
720825,511210
720826,511210
720827,511210
720836,511210
720837,511210
720838,511210
720839,511210
720840,511210
720851,511210
720852,511210
720853,511210
720854,511210
720890,511210
720915,511210
720916,511210
720917,511210
720918,511210
720925,511210
720926,511210
720927,511210
720928,511210
720990,511210
721011,511210
721012,511210
721020,511210
721030,511210
721041,511210
721049,511210
721050,511210
721061,511210
721069,511210
721070,511210
721090,511210
721113,511210
721114,511210
721119,511210
721123,511210
721129,511210
721190,511210
721210,511210
721220,511210
721230,511210
721240,511210
721250,511210
721260,511210
721310,511210
721320,511210
721391,511210
721399,511210
721410,511210
721420,511210
721430,511210
721491,511210
721499,511210
721510,511210
721550,511210
721590,511210
721610,511210
721621,511210
721622,511210
721631,511210
721632,511210
721633,511210
721640,511210
721650,511210
721661,511210
721669,511210
721691,511210
721699,511210
721710,511210
721720,511210
721730,511210
721790,511210
721810,511210
721891,511210
721899,511210
721911,511210
721912,511210
721913,511210
721914,511210
721921,511210
721922,511210
721923,511210
721924,511210
721931,511210
721932,511210
721933,511210
721934,511210
721935,511210
721990,511210
722011,511210
722012,511210
722020,511210
722090,511210
722100,511210
722211,511210
722219,511210
722220,511210
722230,511210
722240,511210
722300,511210
722410,511210
722490,511210
722511,511210
722519,511210
722530,511210
722540,511210
722550,511210
722591,511210
722592,511210
722599,511210
722611,511210
722619,511210
722620,511210
722691,511210
722692,511210
722699,511210
722710,511210
722720,511210
722790,511210
722810,511210
722820,511210
722830,511210
722840,511210
722850,511210
722860,511210
722870,511210
722880,511210
722920,511210
722990,511210
730110,511210
730120,511210
730210,511210
730230,511210
730240,511210
730290,511210
730300,311220
730411,311220
730419,311220
730422,311220
730423,311220
730424,311220
730429,311220
730431,311220
730439,311220
730441,311220
730449,311220
730451,311220
730459,311220
730490,311220
730511,311220
730512,311220
730519,311220
730520,311220
730531,311220
730539,311220
730590,311220
730611,311220
730619,311220
730621,311220
730629,311220
730630,311220
730640,311220
730650,311220
730661,311220
730669,311220
730690,311220
730711,311220
730719,311220
730721,311220
730722,311220
730723,311220
730729,311220
730791,311220
730792,311220
730793,311220
730799,311220
730810,311220
730820,311220
730830,311220
730840,311220
730890,311220
730900,312010
731010,312010
731021,312010
731029,312010
731100,212010
731210,311220
731290,311220
731300,311220
731412,311220
731414,311220
731419,311220
731420,311220
731431,311220
731439,311220
731441,311220
731442,311220
731449,311220
731450,311220
731511,311220
731512,311220
731519,311220
731520,311220
731581,311220
731582,311220
731589,311220
731590,311220
731600,511220
731700,311210
731811,311210
731812,311210
731813,311210
731814,311210
731815,311210
731816,311210
731819,311210
731821,311210
731822,311210
731823,311210
731824,311210
731829,311210
731940,313202
731990,313202
732010,311210
732020,311210
732090,311210
732111,313202
732112,313202
732119,313202
732181,313202
732182,313202
732189,313202
732190,311210
732211,312010
732219,312010
732290,312010
732310,313202
732391,313202
732392,313202
732393,313202
732394,313202
732399,313202
732410,311220
732421,311220
732429,311220
732490,311220
732510,311220
732591,311220
732599,311220
732611,311220
732619,311220
732620,311220
732690,311220
740100,311210
740200,311210
740311,311210
740312,311210
740313,311210
740319,311210
740321,311210
740322,311210
740329,311210
740400,311220
740500,311210
740610,311210
740620,311210
740710,311210
740721,311210
740729,311210
740811,311210
740819,311210
740821,311210
740822,311210
740829,311210
740911,311210
740919,311210
740921,311210
740929,311210
740931,311210
740939,311210
740940,311210
740990,311210
741011,311210
741012,311210
741021,311210
741022,311210
741110,311210
741121,311210
741122,311210
741129,311210
741210,311210
741220,311210
741300,311210
741510,311210
741521,311210
741529,311210
741533,311210
741539,311210
741810,313202
741820,311210
741910,311220
741991,311220
741999,311220
750110,311210
750120,311210
750210,311210
750220,311210
750300,311220
750400,311210
750511,311210
750512,311210
750521,311210
750522,311210
750610,311210
750620,311210
750711,311210
750712,311210
750720,311210
750810,311220
750890,311220
760110,311210
760120,311210
760200,311210
760310,311210
760320,311210
760410,311210
760421,311210
760429,311210
760511,311210
760519,311210
760521,311210
760529,311210
760611,311210
760612,311210
760691,311210
760692,311210
760711,311210
760719,311210
760720,311210
760810,311210
760820,311210
760900,311210
761010,311220
761090,311220
761100,312010
761210,312010
761290,312010
761300,312010
761410,311210
761490,311210
761510,313202
761520,311210
761610,311210
761691,311220
761699,311220
780110,311210
780191,311210
780199,311210
780200,3111
780411,311210
780419,311210
780420,311210
780600,311210
790111,311210
790112,311210
790120,311210
790200,311220
790310,311210
790390,311210
790400,311210
790500,311210
790700,311210
800110,311210
800120,311210
800200,3111
800300,311210
800700,311220
810110,311210
810194,311210
810196,311210
810197,3111
810199,311210
810210,311210
810294,311210
810295,311220
810296,311210
810297,3111
810299,311220
810320,311210
810330,3111
810390,311210
810411,311210
810419,311210
810420,3111
810430,311210
810490,311210
810520,311210
810530,3111
810590,311210
810600,311210
810720,311210
810730,3111
810790,311210
810820,311210
810830,3111
810890,311210
810920,311210
810930,3111
810990,311210
811010,311210
811020,3111
811090,311210
811100,311210
811212,311210
811213,3111
811219,311210
811221,311210
811222,3111
811229,311210
811251,311210
811252,3111
811259,311210
811292,311210
811299,311210
811300,311210
820110,312010
820130,312010
820140,312010
820150,312010
820160,312010
820190,312010
820210,312010
820220,312010
820231,312010
820239,312010
820240,312010
820291,312010
820299,312010
820310,312010
820320,312010
820330,312010
820340,312010
820411,312010
820412,312010
820420,312010
820510,312010
820520,312010
820530,312010
820540,312010
820551,312010
820559,312010
820560,312010
820570,312010
820590,312010
820600,312010
820713,312010
820719,312010
820720,311210
820730,312010
820740,311210
820750,312010
820760,312010
820770,312010
820780,311210
820790,311210
820810,311210
820820,311210
820830,311210
820840,311210
820890,311210
820900,311210
821000,313202
821110,313202
821191,313202
821192,313202
821193,313202
821194,313202
821195,313202
821210,313202
821220,313202
821290,313202
821300,311210
821410,313202
821420,313201
821490,313202
821510,313202
821520,313202
821591,313202
821599,313202
830110,311220
830120,311220
830130,311220
830140,311220
830150,311220
830160,311220
830170,311220
830210,311220
830220,311220
830230,511220
830241,311220
830242,311220
830249,311220
830250,311220
830260,311220
830300,312010
830400,312010
830510,311220
830520,311220
830590,311220
830610,311220
830621,313202
830629,313202
830630,313202
830710,311210
830790,311210
830810,311220
830820,311220
830890,311220
830910,311220
830990,311220
831000,311220
831110,311220
831120,311220
831130,311220
831190,311220
840110,212010
840120,212010
840130,212010
840140,211210
840211,212010
840212,212010
840219,212010
840220,212010
840290,211210
840310,212010
840390,211210
840410,212010
840420,212010
840490,211210
840510,212010
840590,211210
840610,212010
840681,212010
840682,212010
840690,211210
840710,511220
840721,212010
840729,511220
840731,511220
840732,511220
840733,511220
840734,511220
840790,511220
840810,511220
840820,511220
840890,511220
840910,511220
840991,511220
840999,511220
841011,212010
841012,212010
841013,212010
841090,211210
841111,511220
841112,511220
841121,511220
841122,511220
841181,511220
841182,511220
841191,511220
841199,511220
841210,511220
841221,212010
841229,212010
841231,212010
841239,212010
841280,212010
841290,211210
841311,212010
841319,212010
841320,212010
841330,212010
841340,212010
841350,212010
841360,212010
841370,212010
841381,212010
841382,212010
841391,211210
841392,211210
841410,212010
841420,212010
841430,212010
841440,212010
841451,313202
841459,313202
841460,313202
841480,313202
841490,311210
841510,313202
841520,511220
841581,312010
841582,312010
841583,312010
841590,311210
841610,312010
841620,312010
841630,312010
841690,311210
841710,312010
841720,312010
841780,312010
841790,312010
841810,313202
841821,313202
841829,313202
841830,313202
841840,313202
841850,312010
841861,312010
841869,312010
841891,311210
841899,311210
841911,312010
841919,312010
841920,712020
841931,112010
841932,112010
841939,712010
841940,112010
841950,112010
841960,112010
841981,112010
841989,112010
841990,111220
842010,612010
842091,611210
842099,611210
842111,112010
842112,412010
842119,412010
842121,112010
842122,112010
842123,512010
842129,212010
842131,512010
842139,212010
842191,411220
842199,411210
842211,313202
842219,112010
842220,112010
842230,112010
842240,112010
842290,111210
842310,713202
842320,712010
842330,112010
842381,112010
842382,112010
842389,112010
842390,112010
842410,312010
842420,312010
842430,312010
842441,112010
842449,112010
842482,112010
842489,312020
842490,311220
842511,312010
842519,312010
842531,312010
842539,312010
842541,512010
842542,512010
842549,512010
842611,512010
842612,512010
842619,512010
842620,312010
842630,512010
842641,512010
842649,512010
842691,512010
842699,512010
842710,512010
842720,512010
842790,512010
842810,512010
842820,312010
842831,212010
842832,212010
842833,212010
842839,212020
842840,312010
842860,712010
842890,312020
842911,312010
842919,312010
842920,312010
842930,312010
842940,312010
842951,212010
842952,212010
842959,212010
843010,212010
843020,212010
843031,212010
843039,212010
843041,212010
843049,212010
843050,212010
843061,212010
843069,212010
843110,211210
843120,212010
843131,211210
843139,211220
843141,211210
843142,211210
843143,211210
843149,211210
843210,112010
843221,112010
843229,112010
843231,112010
843239,112010
843241,112010
843242,112010
843280,112010
843290,111210
843311,112010
843319,112010
843320,112010
843330,112010
843340,112010
843351,112010
843352,112010
843353,112010
843359,112010
843360,112010
843390,111210
843410,112010
843420,112010
843490,111210
843510,112010
843590,111210
843610,112010
843621,112010
843629,112010
843680,112010
843691,111210
843699,111210
843710,112010
843780,112010
843790,111210
843810,112010
843820,112010
843830,112010
843840,112010
843850,112010
843860,112010
843880,112010
843890,111210
843910,312010
843920,312010
843930,312010
843991,111210
843999,111210
844010,612010
844090,611210
844110,612010
844120,612010
844130,612010
844140,612010
844180,612010
844190,111210
844230,612010
844240,612010
844250,612010
844311,612010
844312,612020
844313,612010
844314,612010
844315,612010
844316,612010
844317,612010
844319,612010
844331,612020
844332,612020
844339,612020
844391,612010
844399,611220
844400,412010
844511,412010
844512,412010
844513,412010
844519,412010
844520,412010
844530,412010
844540,412010
844590,412010
844610,412010
844621,412010
844629,412010
844630,412010
844711,412010
844712,412010
844720,412010
844790,412010
844811,411210
844819,411210
844820,411210
844831,411210
844832,411210
844833,411210
844839,411210
844842,411210
844849,411210
844851,411210
844859,411210
844900,412010
845011,313202
845012,313202
845019,313202
845020,312010
845090,313202
845110,312010
845121,313202
845129,312010
845130,412010
845140,412010
845150,412010
845180,412010
845190,411210
845210,313202
845221,412010
845229,412010
845230,412010
845290,412010
845310,412010
845320,412010
845380,412010
845390,411210
845410,212010
845420,212010
845430,212010
845490,212010
845510,212010
845521,212010
845522,212010
845530,211210
845590,211210
845611,212010
845612,212010
845620,212010
845630,212010
845640,212020
845650,212020
845690,212020
845710,212010
845720,212010
845730,212010
845811,212010
845819,212010
845891,212010
845899,212010
845910,212010
845921,212010
845929,212010
845931,212010
845939,212010
845941,212010
845949,212010
845951,212010
845959,212010
845961,212010
845969,212010
845970,212010
846012,212010
846019,212010
846022,212010
846023,212010
846024,212010
846029,212010
846031,212010
846039,212010
846040,212010
846090,212010
846120,212010
846130,212010
846140,212010
846150,212010
846190,212010
846210,212010
846221,212010
846229,212010
846231,212010
846239,212010
846241,212010
846249,212010
846291,212010
846299,212010
846310,212010
846320,212010
846330,212010
846390,212010
846410,312010
846420,312010
846490,312010
846510,312010
846520,312020
846591,312010
846592,312010
846593,312010
846594,312010
846595,312010
846596,312010
846599,312020
846610,312020
846620,312020
846630,311220
846691,311220
846692,311220
846693,311220
846694,311220
846711,312010
846719,312010
846721,312010
846722,312010
846729,312010
846781,312010
846789,312010
846791,311210
846792,311210
846799,311210
846810,312010
846820,312010
846880,312010
846890,311210
847010,613202
847021,612020
847029,612020
847030,612020
847050,612020
847090,612020
847130,612020
847141,612020
847149,612020
847150,612020
847160,612020
847170,612020
847180,612020
847190,612020
847210,612020
847230,612020
847290,612020
847321,611220
847329,611220
847330,611220
847340,611220
847350,611220
847410,212010
847420,212010
847431,312010
847432,312010
847439,312010
847480,212010
847490,211210
847510,312010
847521,312010
847529,312010
847590,311210
847621,112010
847629,112010
847681,112010
847689,112010
847690,111210
847710,312020
847720,312010
847730,312010
847740,312020
847751,512020
847759,312020
847780,312010
847790,311220
847810,112010
847890,111210
847910,312010
847920,112010
847930,312010
847940,312010
847950,512010
847960,312010
847971,512020
847979,512020
847981,312010
847982,312010
847989,312020
847990,311220
848010,312020
848020,312020
848030,312020
848041,312020
848049,312020
848050,312020
848060,312020
848071,312020
848079,312020
848110,311220
848120,311220
848130,311220
848140,311220
848180,311220
848190,311220
848210,311220
848220,311220
848230,311220
848240,311220
848250,311220
848280,311220
848291,311220
848299,311220
848310,511220
848320,511220
848330,511220
848340,511220
848350,511220
848360,511220
848390,511220
848410,211220
848420,211220
848490,211220
848610,612020
848620,612020
848630,612020
848640,612020
848690,612020
848710,511220
848790,511220
850110,312
850120,312
850131,312
850132,312
850133,312
850134,312
850140,312
850151,312
850152,312
850153,312
850161,312
850162,312
850163,312
850164,312
850211,312
850212,312
850213,312
850220,312
850231,312
850239,312
850240,312
850300,312
850410,312
850421,312
850422,312
850423,312
850431,312
850432,312
850433,312
850434,312
850440,312
850450,312
850490,3112
850511,311220
850519,311220
850520,311220
850590,311220
850610,313202
850630,313202
850640,313202
850650,313202
850660,313202
